Time,Bike ID,Action,Station
2024-12-14 00:15:00,Bike_3,Return,Station_4
2024-12-14 00:15:00,Bike_96,Borrow,Station_4
2024-12-14 00:15:00,Bike_60,Borrow,Station_4
2024-12-14 00:15:00,Bike_33,Borrow,Station_5
2024-12-14 00:15:00,Bike_45,Borrow,Station_6
2024-12-14 00:15:00,Bike_69,Borrow,Station_6
2024-12-14 00:15:00,Bike_64,Borrow,Station_7
2024-12-14 00:15:00,Bike_4,Return,Station_7
2024-12-14 00:15:00,Bike_72,Borrow,Station_7
2024-12-14 00:15:00,Bike_95,Borrow,Station_7
2024-12-14 00:15:00,Bike_96,Return,Station_7
2024-12-14 00:15:00,Bike_60,Return,Station_8
2024-12-14 00:15:00,Bike_89,Borrow,Station_8
2024-12-14 00:15:00,Bike_12,Borrow,Station_8
2024-12-14 00:15:00,Bike_84,Borrow,Station_8
2024-12-14 00:15:00,Bike_12,Return,Station_9
2024-12-14 00:15:00,Bike_21,Borrow,Station_10
2024-12-14 00:15:00,Bike_31,Borrow,Station_10
2024-12-14 00:15:00,Bike_100,Return,Station_10
2024-12-14 00:15:00,Bike_33,Return,Station_10
2024-12-14 00:15:00,Bike_27,Borrow,Station_11
2024-12-14 00:15:00,Bike_80,Borrow,Station_11
2024-12-14 00:15:00,Bike_84,Return,Station_12
2024-12-14 00:30:00,Bike_76,Borrow,Station_1
2024-12-14 00:30:00,Bike_42,Borrow,Station_1
2024-12-14 00:30:00,Bike_90,Borrow,Station_1
2024-12-14 00:30:00,Bike_5,Borrow,Station_1
2024-12-14 00:30:00,Bike_92,Borrow,Station_1
2024-12-14 00:30:00,Bike_34,Borrow,Station_2
2024-12-14 00:30:00,Bike_85,Borrow,Station_2
2024-12-14 00:30:00,Bike_66,Borrow,Station_2
2024-12-14 00:30:00,Bike_69,Return,Station_2
2024-12-14 00:30:00,Bike_34,Return,Station_2
2024-12-14 00:30:00,Bike_90,Return,Station_3
2024-12-14 00:30:00,Bike_14,Borrow,Station_4
2024-12-14 00:30:00,Bike_76,Return,Station_5
2024-12-14 00:30:00,Bike_39,Return,Station_5
2024-12-14 00:30:00,Bike_79,Borrow,Station_5
2024-12-14 00:30:00,Bike_98,Borrow,Station_5
2024-12-14 00:30:00,Bike_78,Return,Station_6
2024-12-14 00:30:00,Bike_50,Borrow,Station_6
2024-12-14 00:30:00,Bike_65,Borrow,Station_6
2024-12-14 00:30:00,Bike_6,Borrow,Station_6
2024-12-14 00:30:00,Bike_3,Borrow,Station_6
2024-12-14 00:30:00,Bike_13,Return,Station_7
2024-12-14 00:30:00,Bike_3,Return,Station_8
2024-12-14 00:30:00,Bike_66,Return,Station_9
2024-12-14 00:30:00,Bike_2,Borrow,Station_9
2024-12-14 00:30:00,Bike_41,Borrow,Station_10
2024-12-14 00:30:00,Bike_76,Borrow,Station_10
2024-12-14 00:30:00,Bike_9,Borrow,Station_10
2024-12-14 00:30:00,Bike_65,Return,Station_10
2024-12-14 00:30:00,Bike_63,Return,Station_11
2024-12-14 00:30:00,Bike_93,Borrow,Station_12
2024-12-14 00:45:00,Bike_84,Borrow,Station_1
2024-12-14 00:45:00,Bike_4,Borrow,Station_2
2024-12-14 00:45:00,Bike_97,Return,Station_3
2024-12-14 00:45:00,Bike_63,Borrow,Station_3
2024-12-14 00:45:00,Bike_49,Return,Station_4
2024-12-14 00:45:00,Bike_77,Borrow,Station_4
2024-12-14 00:45:00,Bike_91,Return,Station_4
2024-12-14 00:45:00,Bike_58,Borrow,Station_4
2024-12-14 00:45:00,Bike_45,Return,Station_5
2024-12-14 00:45:00,Bike_54,Borrow,Station_5
2024-12-14 00:45:00,Bike_8,Borrow,Station_5
2024-12-14 00:45:00,Bike_100,Borrow,Station_5
2024-12-14 00:45:00,Bike_72,Return,Station_5
2024-12-14 00:45:00,Bike_82,Borrow,Station_6
2024-12-14 00:45:00,Bike_9,Return,Station_6
2024-12-14 00:45:00,Bike_20,Borrow,Station_6
2024-12-14 00:45:00,Bike_98,Return,Station_7
2024-12-14 00:45:00,Bike_96,Borrow,Station_8
2024-12-14 00:45:00,Bike_3,Borrow,Station_8
2024-12-14 00:45:00,Bike_98,Borrow,Station_8
2024-12-14 00:45:00,Bike_31,Return,Station_9
2024-12-14 00:45:00,Bike_44,Borrow,Station_9
2024-12-14 00:45:00,Bike_94,Borrow,Station_9
2024-12-14 00:45:00,Bike_23,Return,Station_10
2024-12-14 00:45:00,Bike_39,Borrow,Station_10
2024-12-14 00:45:00,Bike_52,Return,Station_10
2024-12-14 00:45:00,Bike_76,Return,Station_10
2024-12-14 00:45:00,Bike_70,Borrow,Station_11
2024-12-14 00:45:00,Bike_87,Borrow,Station_12
2024-12-14 00:45:00,Bike_55,Borrow,Station_12
2024-12-14 00:45:00,Bike_50,Return,Station_12
2024-12-14 01:00:00,Bike_97,Borrow,Station_1
2024-12-14 01:00:00,Bike_3,Return,Station_2
2024-12-14 01:00:00,Bike_5,Return,Station_2
2024-12-14 01:00:00,Bike_6,Return,Station_2
2024-12-14 01:00:00,Bike_89,Return,Station_3
2024-12-14 01:00:00,Bike_33,Borrow,Station_4
2024-12-14 01:00:00,Bike_1,Borrow,Station_4
2024-12-14 01:00:00,Bike_39,Return,Station_4
2024-12-14 01:00:00,Bike_84,Return,Station_5
2024-12-14 01:00:00,Bike_11,Borrow,Station_5
2024-12-14 01:00:00,Bike_48,Borrow,Station_5
2024-12-14 01:00:00,Bike_55,Return,Station_5
2024-12-14 01:00:00,Bike_81,Borrow,Station_6
2024-12-14 01:00:00,Bike_82,Return,Station_6
2024-12-14 01:00:00,Bike_39,Borrow,Station_6
2024-12-14 01:00:00,Bike_19,Return,Station_7
2024-12-14 01:00:00,Bike_57,Borrow,Station_7
2024-12-14 01:00:00,Bike_28,Return,Station_7
2024-12-14 01:00:00,Bike_31,Borrow,Station_8
2024-12-14 01:00:00,Bike_7,Return,Station_9
2024-12-14 01:00:00,Bike_24,Borrow,Station_9
2024-12-14 01:00:00,Bike_93,Return,Station_9
2024-12-14 01:00:00,Bike_33,Return,Station_10
2024-12-14 01:00:00,Bike_72,Borrow,Station_10
2024-12-14 01:00:00,Bike_17,Borrow,Station_10
2024-12-14 01:00:00,Bike_10,Borrow,Station_11
2024-12-14 01:00:00,Bike_74,Borrow,Station_11
2024-12-14 01:00:00,Bike_17,Return,Station_11
2024-12-14 01:00:00,Bike_53,Return,Station_11
2024-12-14 01:00:00,Bike_18,Borrow,Station_11
2024-12-14 01:00:00,Bike_77,Return,Station_12
2024-12-14 01:00:00,Bike_7,Borrow,Station_12
2024-12-14 01:00:00,Bike_65,Borrow,Station_12
2024-12-14 01:00:00,Bike_36,Borrow,Station_12
2024-12-14 01:15:00,Bike_23,Borrow,Station_1
2024-12-14 01:15:00,Bike_21,Return,Station_1
2024-12-14 01:15:00,Bike_24,Return,Station_1
2024-12-14 01:15:00,Bike_11,Return,Station_1
2024-12-14 01:15:00,Bike_73,Return,Station_2
2024-12-14 01:15:00,Bike_36,Return,Station_2
2024-12-14 01:15:00,Bike_63,Return,Station_2
2024-12-14 01:15:00,Bike_67,Borrow,Station_3
2024-12-14 01:15:00,Bike_52,Borrow,Station_4
2024-12-14 01:15:00,Bike_29,Borrow,Station_4
2024-12-14 01:15:00,Bike_29,Return,Station_5
2024-12-14 01:15:00,Bike_36,Borrow,Station_5
2024-12-14 01:15:00,Bike_92,Return,Station_5
2024-12-14 01:15:00,Bike_53,Borrow,Station_6
2024-12-14 01:15:00,Bike_3,Borrow,Station_6
2024-12-14 01:15:00,Bike_8,Return,Station_7
2024-12-14 01:15:00,Bike_78,Borrow,Station_7
2024-12-14 01:15:00,Bike_12,Borrow,Station_7
2024-12-14 01:15:00,Bike_1,Return,Station_8
2024-12-14 01:15:00,Bike_97,Return,Station_8
2024-12-14 01:15:00,Bike_98,Return,Station_8
2024-12-14 01:15:00,Bike_47,Borrow,Station_9
2024-12-14 01:15:00,Bike_58,Return,Station_9
2024-12-14 01:15:00,Bike_48,Return,Station_9
2024-12-14 01:15:00,Bike_68,Borrow,Station_9
2024-12-14 01:15:00,Bike_54,Return,Station_9
2024-12-14 01:15:00,Bike_92,Borrow,Station_10
2024-12-14 01:15:00,Bike_9,Borrow,Station_10
2024-12-14 01:15:00,Bike_89,Borrow,Station_10
2024-12-14 01:15:00,Bike_97,Borrow,Station_11
2024-12-14 01:15:00,Bike_1,Borrow,Station_11
2024-12-14 01:15:00,Bike_46,Borrow,Station_12
2024-12-14 01:15:00,Bike_9,Return,Station_12
2024-12-14 01:15:00,Bike_78,Return,Station_12
2024-12-14 01:15:00,Bike_1,Return,Station_12
2024-12-14 01:15:00,Bike_96,Return,Station_12
2024-12-14 01:30:00,Bike_33,Borrow,Station_1
2024-12-14 01:30:00,Bike_77,Borrow,Station_1
2024-12-14 01:30:00,Bike_10,Return,Station_1
2024-12-14 01:30:00,Bike_1,Borrow,Station_2
2024-12-14 01:30:00,Bike_67,Return,Station_3
2024-12-14 01:30:00,Bike_21,Borrow,Station_3
2024-12-14 01:30:00,Bike_73,Borrow,Station_3
2024-12-14 01:30:00,Bike_16,Return,Station_4
2024-12-14 01:30:00,Bike_31,Return,Station_4
2024-12-14 01:30:00,Bike_89,Return,Station_4
2024-12-14 01:30:00,Bike_44,Return,Station_4
2024-12-14 01:30:00,Bike_59,Borrow,Station_5
2024-12-14 01:30:00,Bike_68,Return,Station_5
2024-12-14 01:30:00,Bike_3,Return,Station_6
2024-12-14 01:30:00,Bike_6,Borrow,Station_6
2024-12-14 01:30:00,Bike_48,Borrow,Station_6
2024-12-14 01:30:00,Bike_45,Borrow,Station_6
2024-12-14 01:30:00,Bike_90,Borrow,Station_6
2024-12-14 01:30:00,Bike_68,Borrow,Station_7
2024-12-14 01:30:00,Bike_36,Return,Station_7
2024-12-14 01:30:00,Bike_96,Borrow,Station_7
2024-12-14 01:30:00,Bike_77,Return,Station_7
2024-12-14 01:30:00,Bike_42,Return,Station_7
2024-12-14 01:30:00,Bike_14,Return,Station_8
2024-12-14 01:30:00,Bike_82,Borrow,Station_8
2024-12-14 01:30:00,Bike_88,Borrow,Station_8
2024-12-14 01:30:00,Bike_52,Return,Station_8
2024-12-14 01:30:00,Bike_3,Borrow,Station_9
2024-12-14 01:30:00,Bike_74,Return,Station_9
2024-12-14 01:30:00,Bike_99,Borrow,Station_9
2024-12-14 01:30:00,Bike_25,Return,Station_9
2024-12-14 01:30:00,Bike_83,Borrow,Station_9
2024-12-14 01:30:00,Bike_22,Borrow,Station_10
2024-12-14 01:30:00,Bike_68,Return,Station_10
2024-12-14 01:30:00,Bike_95,Return,Station_10
2024-12-14 01:30:00,Bike_27,Return,Station_11
2024-12-14 01:30:00,Bike_55,Borrow,Station_11
2024-12-14 01:30:00,Bike_53,Return,Station_11
2024-12-14 01:30:00,Bike_38,Borrow,Station_11
2024-12-14 01:30:00,Bike_79,Return,Station_11
2024-12-14 01:30:00,Bike_99,Return,Station_12
2024-12-14 01:30:00,Bike_85,Return,Station_12
2024-12-14 01:30:00,Bike_72,Return,Station_12
2024-12-14 01:45:00,Bike_1,Return,Station_1
2024-12-14 01:45:00,Bike_25,Borrow,Station_1
2024-12-14 01:45:00,Bike_20,Return,Station_2
2024-12-14 01:45:00,Bike_42,Borrow,Station_2
2024-12-14 01:45:00,Bike_28,Borrow,Station_2
2024-12-14 01:45:00,Bike_59,Return,Station_3
2024-12-14 01:45:00,Bike_57,Return,Station_3
2024-12-14 01:45:00,Bike_63,Borrow,Station_3
2024-12-14 01:45:00,Bike_28,Return,Station_4
2024-12-14 01:45:00,Bike_87,Return,Station_4
2024-12-14 01:45:00,Bike_84,Borrow,Station_4
2024-12-14 01:45:00,Bike_32,Return,Station_4
2024-12-14 01:45:00,Bike_18,Return,Station_4
2024-12-14 01:45:00,Bike_29,Borrow,Station_5
2024-12-14 01:45:00,Bike_74,Borrow,Station_5
2024-12-14 01:45:00,Bike_21,Return,Station_5
2024-12-14 01:45:00,Bike_4,Return,Station_6
2024-12-14 01:45:00,Bike_30,Return,Station_6
2024-12-14 01:45:00,Bike_75,Borrow,Station_6
2024-12-14 01:45:00,Bike_60,Borrow,Station_6
2024-12-14 01:45:00,Bike_56,Borrow,Station_6
2024-12-14 01:45:00,Bike_24,Borrow,Station_7
2024-12-14 01:45:00,Bike_55,Return,Station_7
2024-12-14 01:45:00,Bike_61,Borrow,Station_7
2024-12-14 01:45:00,Bike_67,Borrow,Station_8
2024-12-14 01:45:00,Bike_24,Return,Station_8
2024-12-14 01:45:00,Bike_34,Borrow,Station_8
2024-12-14 01:45:00,Bike_77,Borrow,Station_8
2024-12-14 01:45:00,Bike_59,Borrow,Station_9
2024-12-14 01:45:00,Bike_60,Return,Station_9
2024-12-14 01:45:00,Bike_54,Borrow,Station_9
2024-12-14 01:45:00,Bike_91,Borrow,Station_9
2024-12-14 01:45:00,Bike_90,Return,Station_10
2024-12-14 01:45:00,Bike_32,Borrow,Station_10
2024-12-14 01:45:00,Bike_52,Borrow,Station_10
2024-12-14 01:45:00,Bike_31,Borrow,Station_11
2024-12-14 01:45:00,Bike_87,Borrow,Station_11
2024-12-14 01:45:00,Bike_72,Borrow,Station_11
2024-12-14 01:45:00,Bike_43,Return,Station_11
2024-12-14 01:45:00,Bike_56,Return,Station_11
2024-12-14 01:45:00,Bike_69,Borrow,Station_12
2024-12-14 01:45:00,Bike_94,Return,Station_12
2024-12-14 02:00:00,Bike_36,Borrow,Station_1
2024-12-14 02:00:00,Bike_72,Return,Station_1
2024-12-14 02:00:00,Bike_2,Return,Station_1
2024-12-14 02:00:00,Bike_76,Borrow,Station_2
2024-12-14 02:00:00,Bike_85,Borrow,Station_2
2024-12-14 02:00:00,Bike_27,Borrow,Station_2
2024-12-14 02:00:00,Bike_58,Borrow,Station_2
2024-12-14 02:00:00,Bike_63,Return,Station_3
2024-12-14 02:00:00,Bike_66,Borrow,Station_3
2024-12-14 02:00:00,Bike_46,Return,Station_3
2024-12-14 02:00:00,Bike_62,Borrow,Station_3
2024-12-14 02:00:00,Bike_54,Return,Station_4
2024-12-14 02:00:00,Bike_2,Borrow,Station_5
2024-12-14 02:00:00,Bike_60,Borrow,Station_5
2024-12-14 02:00:00,Bike_97,Return,Station_5
2024-12-14 02:00:00,Bike_17,Borrow,Station_5
2024-12-14 02:00:00,Bike_51,Borrow,Station_5
2024-12-14 02:00:00,Bike_23,Return,Station_6
2024-12-14 02:00:00,Bike_44,Borrow,Station_6
2024-12-14 02:00:00,Bike_68,Borrow,Station_6
2024-12-14 02:00:00,Bike_38,Return,Station_6
2024-12-14 02:00:00,Bike_43,Borrow,Station_6
2024-12-14 02:00:00,Bike_69,Return,Station_7
2024-12-14 02:00:00,Bike_94,Borrow,Station_7
2024-12-14 02:00:00,Bike_56,Borrow,Station_7
2024-12-14 02:00:00,Bike_48,Return,Station_8
2024-12-14 02:00:00,Bike_93,Borrow,Station_9
2024-12-14 02:00:00,Bike_48,Borrow,Station_9
2024-12-14 02:00:00,Bike_91,Return,Station_9
2024-12-14 02:00:00,Bike_70,Return,Station_10
2024-12-14 02:00:00,Bike_59,Return,Station_10
2024-12-14 02:00:00,Bike_62,Return,Station_10
2024-12-14 02:00:00,Bike_18,Borrow,Station_11
2024-12-14 02:00:00,Bike_9,Borrow,Station_11
2024-12-14 02:00:00,Bike_34,Return,Station_11
2024-12-14 02:00:00,Bike_83,Return,Station_11
2024-12-14 02:00:00,Bike_4,Borrow,Station_11
2024-12-14 02:00:00,Bike_76,Return,Station_12
2024-12-14 02:00:00,Bike_74,Return,Station_12
2024-12-14 02:00:00,Bike_46,Borrow,Station_12
2024-12-14 02:15:00,Bike_56,Return,Station_1
2024-12-14 02:15:00,Bike_96,Return,Station_2
2024-12-14 02:15:00,Bike_69,Borrow,Station_3
2024-12-14 02:15:00,Bike_66,Return,Station_3
2024-12-14 02:15:00,Bike_43,Return,Station_3
2024-12-14 02:15:00,Bike_81,Return,Station_3
2024-12-14 02:15:00,Bike_47,Return,Station_4
2024-12-14 02:15:00,Bike_64,Return,Station_4
2024-12-14 02:15:00,Bike_93,Return,Station_5
2024-12-14 02:15:00,Bike_35,Return,Station_6
2024-12-14 02:15:00,Bike_95,Borrow,Station_6
2024-12-14 02:15:00,Bike_85,Return,Station_6
2024-12-14 02:15:00,Bike_36,Return,Station_6
2024-12-14 02:15:00,Bike_16,Borrow,Station_6
2024-12-14 02:15:00,Bike_44,Return,Station_7
2024-12-14 02:15:00,Bike_17,Return,Station_7
2024-12-14 02:15:00,Bike_1,Borrow,Station_8
2024-12-14 02:15:00,Bike_70,Borrow,Station_8
2024-12-14 02:15:00,Bike_28,Borrow,Station_8
2024-12-14 02:15:00,Bike_92,Return,Station_9
2024-12-14 02:15:00,Bike_57,Borrow,Station_9
2024-12-14 02:15:00,Bike_95,Return,Station_9
2024-12-14 02:15:00,Bike_39,Return,Station_10
2024-12-14 02:15:00,Bike_36,Borrow,Station_10
2024-12-14 02:15:00,Bike_53,Borrow,Station_10
2024-12-14 02:15:00,Bike_81,Borrow,Station_10
2024-12-14 02:15:00,Bike_69,Return,Station_10
2024-12-14 02:15:00,Bike_61,Return,Station_11
2024-12-14 02:15:00,Bike_26,Borrow,Station_11
2024-12-14 02:15:00,Bike_65,Return,Station_11
2024-12-14 02:15:00,Bike_22,Return,Station_11
2024-12-14 02:15:00,Bike_37,Borrow,Station_12
2024-12-14 02:30:00,Bike_67,Return,Station_1
2024-12-14 02:30:00,Bike_33,Return,Station_1
2024-12-14 02:30:00,Bike_61,Borrow,Station_1
2024-12-14 02:30:00,Bike_22,Borrow,Station_1
2024-12-14 02:30:00,Bike_13,Borrow,Station_1
2024-12-14 02:30:00,Bike_71,Return,Station_2
2024-12-14 02:30:00,Bike_65,Borrow,Station_2
2024-12-14 02:30:00,Bike_47,Borrow,Station_2
2024-12-14 02:30:00,Bike_71,Borrow,Station_2
2024-12-14 02:30:00,Bike_7,Return,Station_3
2024-12-14 02:30:00,Bike_93,Borrow,Station_3
2024-12-14 02:30:00,Bike_59,Borrow,Station_3
2024-12-14 02:30:00,Bike_32,Return,Station_3
2024-12-14 02:30:00,Bike_73,Return,Station_3
2024-12-14 02:30:00,Bike_22,Return,Station_4
2024-12-14 02:30:00,Bike_83,Borrow,Station_4
2024-12-14 02:30:00,Bike_23,Borrow,Station_4
2024-12-14 02:30:00,Bike_74,Borrow,Station_4
2024-12-14 02:30:00,Bike_77,Return,Station_5
2024-12-14 02:30:00,Bike_65,Return,Station_5
2024-12-14 02:30:00,Bike_41,Return,Station_5
2024-12-14 02:30:00,Bike_34,Borrow,Station_6
2024-12-14 02:30:00,Bike_84,Return,Station_6
2024-12-14 02:30:00,Bike_57,Return,Station_6
2024-12-14 02:30:00,Bike_1,Return,Station_6
2024-12-14 02:30:00,Bike_12,Return,Station_6
2024-12-14 02:30:00,Bike_77,Borrow,Station_7
2024-12-14 02:30:00,Bike_15,Borrow,Station_7
2024-12-14 02:30:00,Bike_62,Borrow,Station_8
2024-12-14 02:30:00,Bike_69,Borrow,Station_8
2024-12-14 02:30:00,Bike_64,Borrow,Station_8
2024-12-14 02:30:00,Bike_19,Borrow,Station_8
2024-12-14 02:30:00,Bike_73,Borrow,Station_9
2024-12-14 02:30:00,Bike_15,Return,Station_9
2024-12-14 02:30:00,Bike_64,Return,Station_9
2024-12-14 02:30:00,Bike_37,Return,Station_10
2024-12-14 02:30:00,Bike_77,Return,Station_11
2024-12-14 02:30:00,Bike_72,Borrow,Station_12
2024-12-14 02:30:00,Bike_85,Borrow,Station_12
2024-12-14 02:30:00,Bike_93,Return,Station_12
2024-12-14 02:45:00,Bike_94,Return,Station_1
2024-12-14 02:45:00,Bike_68,Return,Station_1
2024-12-14 02:45:00,Bike_25,Return,Station_2
2024-12-14 02:45:00,Bike_75,Return,Station_2
2024-12-14 02:45:00,Bike_51,Return,Station_2
2024-12-14 02:45:00,Bike_78,Borrow,Station_2
2024-12-14 02:45:00,Bike_15,Borrow,Station_3
2024-12-14 02:45:00,Bike_32,Borrow,Station_3
2024-12-14 02:45:00,Bike_11,Borrow,Station_3
2024-12-14 02:45:00,Bike_68,Borrow,Station_3
2024-12-14 02:45:00,Bike_40,Borrow,Station_3
2024-12-14 02:45:00,Bike_4,Return,Station_4
2024-12-14 02:45:00,Bike_77,Borrow,Station_4
2024-12-14 02:45:00,Bike_36,Return,Station_4
2024-12-14 02:45:00,Bike_47,Return,Station_4
2024-12-14 02:45:00,Bike_84,Borrow,Station_4
2024-12-14 02:45:00,Bike_54,Borrow,Station_5
2024-12-14 02:45:00,Bike_22,Borrow,Station_5
2024-12-14 02:45:00,Bike_28,Return,Station_5
2024-12-14 02:45:00,Bike_7,Borrow,Station_5
2024-12-14 02:45:00,Bike_80,Return,Station_5
2024-12-14 02:45:00,Bike_63,Borrow,Station_6
2024-12-14 02:45:00,Bike_23,Return,Station_6
2024-12-14 02:45:00,Bike_76,Borrow,Station_6
2024-12-14 02:45:00,Bike_9,Return,Station_6
2024-12-14 02:45:00,Bike_39,Borrow,Station_7
2024-12-14 02:45:00,Bike_32,Return,Station_7
2024-12-14 02:45:00,Bike_5,Borrow,Station_7
2024-12-14 02:45:00,Bike_17,Borrow,Station_7
2024-12-14 02:45:00,Bike_38,Borrow,Station_8
2024-12-14 02:45:00,Bike_27,Return,Station_8
2024-12-14 02:45:00,Bike_56,Borrow,Station_9
2024-12-14 02:45:00,Bike_95,Borrow,Station_9
2024-12-14 02:45:00,Bike_62,Return,Station_9
2024-12-14 02:45:00,Bike_84,Return,Station_10
2024-12-14 02:45:00,Bike_17,Return,Station_11
2024-12-14 02:45:00,Bike_53,Return,Station_11
2024-12-14 02:45:00,Bike_8,Borrow,Station_11
2024-12-14 02:45:00,Bike_26,Return,Station_12
2024-12-14 02:45:00,Bike_74,Return,Station_12
2024-12-14 03:00:00,Bike_27,Borrow,Station_1
2024-12-14 03:00:00,Bike_87,Return,Station_1
2024-12-14 03:00:00,Bike_69,Return,Station_1
2024-12-14 03:00:00,Bike_64,Borrow,Station_2
2024-12-14 03:00:00,Bike_27,Return,Station_2
2024-12-14 03:00:00,Bike_96,Borrow,Station_2
2024-12-14 03:00:00,Bike_23,Borrow,Station_3
2024-12-14 03:00:00,Bike_15,Return,Station_3
2024-12-14 03:00:00,Bike_31,Return,Station_3
2024-12-14 03:00:00,Bike_12,Borrow,Station_3
2024-12-14 03:00:00,Bike_66,Borrow,Station_4
2024-12-14 03:00:00,Bike_21,Borrow,Station_5
2024-12-14 03:00:00,Bike_73,Return,Station_5
2024-12-14 03:00:00,Bike_96,Return,Station_5
2024-12-14 03:00:00,Bike_74,Borrow,Station_6
2024-12-14 03:00:00,Bike_25,Borrow,Station_6
2024-12-14 03:00:00,Bike_31,Borrow,Station_7
2024-12-14 03:00:00,Bike_57,Borrow,Station_7
2024-12-14 03:00:00,Bike_86,Borrow,Station_7
2024-12-14 03:00:00,Bike_13,Return,Station_7
2024-12-14 03:00:00,Bike_19,Return,Station_8
2024-12-14 03:00:00,Bike_22,Return,Station_8
2024-12-14 03:00:00,Bike_46,Return,Station_8
2024-12-14 03:00:00,Bike_62,Borrow,Station_8
2024-12-14 03:00:00,Bike_98,Borrow,Station_8
2024-12-14 03:00:00,Bike_73,Borrow,Station_9
2024-12-14 03:00:00,Bike_54,Return,Station_9
2024-12-14 03:00:00,Bike_67,Borrow,Station_9
2024-12-14 03:00:00,Bike_93,Borrow,Station_9
2024-12-14 03:00:00,Bike_28,Borrow,Station_10
2024-12-14 03:00:00,Bike_77,Return,Station_10
2024-12-14 03:00:00,Bike_89,Borrow,Station_11
2024-12-14 03:00:00,Bike_97,Borrow,Station_11
2024-12-14 03:00:00,Bike_19,Borrow,Station_11
2024-12-14 03:00:00,Bike_31,Return,Station_11
2024-12-14 03:00:00,Bike_43,Borrow,Station_11
2024-12-14 03:00:00,Bike_65,Borrow,Station_12
2024-12-14 03:00:00,Bike_93,Return,Station_12
2024-12-14 03:00:00,Bike_59,Return,Station_12
2024-12-14 03:00:00,Bike_98,Return,Station_12
2024-12-14 03:00:00,Bike_23,Return,Station_12
2024-12-14 03:15:00,Bike_38,Return,Station_1
2024-12-14 03:15:00,Bike_39,Return,Station_1
2024-12-14 03:15:00,Bike_24,Borrow,Station_1
2024-12-14 03:15:00,Bike_3,Return,Station_2
2024-12-14 03:15:00,Bike_97,Return,Station_2
2024-12-14 03:15:00,Bike_33,Borrow,Station_2
2024-12-14 03:15:00,Bike_46,Borrow,Station_2
2024-12-14 03:15:00,Bike_67,Return,Station_3
2024-12-14 03:15:00,Bike_78,Return,Station_3
2024-12-14 03:15:00,Bike_76,Return,Station_3
2024-12-14 03:15:00,Bike_77,Borrow,Station_3
2024-12-14 03:15:00,Bike_66,Return,Station_4
2024-12-14 03:15:00,Bike_32,Borrow,Station_4
2024-12-14 03:15:00,Bike_19,Return,Station_4
2024-12-14 03:15:00,Bike_35,Borrow,Station_4
2024-12-14 03:15:00,Bike_22,Borrow,Station_4
2024-12-14 03:15:00,Bike_74,Return,Station_5
2024-12-14 03:15:00,Bike_41,Borrow,Station_5
2024-12-14 03:15:00,Bike_57,Return,Station_5
2024-12-14 03:15:00,Bike_68,Return,Station_5
2024-12-14 03:15:00,Bike_66,Borrow,Station_5
2024-12-14 03:15:00,Bike_31,Borrow,Station_6
2024-12-14 03:15:00,Bike_26,Borrow,Station_6
2024-12-14 03:15:00,Bike_13,Borrow,Station_6
2024-12-14 03:15:00,Bike_51,Borrow,Station_6
